Date/Time,Device Restarts,Precip Inst (mm),Peso Cubo (g),Precip Tot (mm),Voltaje (V),Temperatura (°C)
11/01/2025 22:15:00,"",0,1665.7229,0,"",""
11/01/2025 22:20:00,"",0,1665.409912,0,"",""
11/01/2025 22:25:00,"",0,1665.471924,0,"",""
11/01/2025 22:30:00,"",0,1665.376465,0,13.09,-2
11/01/2025 22:35:00,"",0,1665.713379,0,"",""
11/01/2025 22:40:00,"",0,1665.471436,0,"",""
11/01/2025 22:45:00,"",0,1665.770996,0,"",""
11/01/2025 22:50:00,"",0,1665.685547,0,"",""
11/01/2025 22:55:00,"",0,1665.83252,0,"",""
11/01/2025 23:00:00,"",0,1665.656982,0,13.07,-2.1
11/01/2025 23:05:00,"",0,1665.761475,0,"",""
11/01/2025 23:10:00,"",0,1665.784912,0,"",""
11/01/2025 23:15:00,"",0,1665.48584,0,"",""
11/01/2025 23:20:00,"",0,1665.68042,0,"",""
11/01/2025 23:25:00,"",0,1665.523926,0,"",""
11/01/2025 23:30:00,"",0,1665.685547,0,13.059999,-1.8
11/01/2025 23:35:00,"",0,1665.461914,0,"",""
11/01/2025 23:40:00,"",0,1665.514404,0,"",""
11/01/2025 23:45:00,"",0,1665.443359,0,"",""
11/01/2025 23:50:00,"",0,1665.623535,0,"",""
11/01/2025 23:55:00,"",0,1665.575928,0,"",""
12/01/2025,"",0,1665.400391,0,13.059999,-1.8
12/01/2025 00:05:00,"",0,1665.438477,0,"",""
12/01/2025 00:10:00,"",0,1665.51001,0,"",""
12/01/2025 00:15:00,"",0,1665.338379,0,"",""
12/01/2025 00:20:00,"",0,1665.513916,0,"",""
12/01/2025 00:25:00,"",0,1665.281982,0,"",""
12/01/2025 00:30:00,"",0,1665.428955,0,13.049999,-1.8
12/01/2025 00:35:00,"",0,1665.314941,0,"",""
12/01/2025 00:40:00,"",0,1665.433838,0,"",""
12/01/2025 00:45:00,"",0,1665.362549,0,"",""
12/01/2025 00:50:00,"",0,1665.447998,0,"",""
12/01/2025 00:55:00,"",0,1665.405029,0,"",""
12/01/2025 01:00:00,"",0,1665.239502,0,13.039999,-2.3
12/01/2025 01:05:00,"",0,1665.43335,0,"",""
12/01/2025 01:10:00,"",0,1665.486084,0,"",""
12/01/2025 01:15:00,"",0,1665.495605,0,"",""
12/01/2025 01:20:00,"",0,1665.419434,0,"",""
12/01/2025 01:25:00,"",0,1665.514404,0,"",""
12/01/2025 01:30:00,"",0,1665.43335,0,13.029999,-2.3
12/01/2025 01:35:00,"",0,1665.624023,0,"",""
12/01/2025 01:40:00,"",0,1665.424561,0,"",""
12/01/2025 01:45:00,"",0,1665.509521,0,"",""
12/01/2025 01:50:00,"",0,1665.528564,0,"",""
12/01/2025 01:55:00,"",0,1665.538574,0,"",""
12/01/2025 02:00:00,"",0,1665.390869,0,13.029999,-2
12/01/2025 02:05:00,"",0,1665.32959,0,"",""
12/01/2025 02:10:00,"",0,1665.32959,0,"",""
12/01/2025 02:15:00,"",0,1665.363037,0,"",""
12/01/2025 02:20:00,"",0,1665.272461,0,"",""
